OA11CD,LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,Inner_Outer
E00017391,E01003438,Merton 024A,E02000712,Merton 024,E09000024,Merton,Outer London
E00017392,E01003438,Merton 024A,E02000712,Merton 024,E09000024,Merton,Outer London
E00017447,E01003451,Merton 024D,E02000712,Merton 024,E09000024,Merton,Outer London
E00017450,E01003449,Merton 024B,E02000712,Merton 024,E09000024,Merton,Outer London
E00017452,E01003449,Merton 024B,E02000712,Merton 024,E09000024,Merton,Outer London
E00017453,E01003449,Merton 024B,E02000712,Merton 024,E09000024,Merton,Outer London
E00017454,E01003449,Merton 024B,E02000712,Merton 024,E09000024,Merton,Outer London
E00017455,E01003449,Merton 024B,E02000712,Merton 024,E09000024,Merton,Outer London
E00017457,E01003452,Merton 024E,E02000712,Merton 024,E09000024,Merton,Outer London
E00017459,E01003450,Merton 024C,E02000712,Merton 024,E09000024,Merton,Outer London
E00017460,E01003450,Merton 024C,E02000712,Merton 024,E09000024,Merton,Outer London
E00017461,E01003452,Merton 024E,E02000712,Merton 024,E09000024,Merton,Outer London
E00017462,E01003451,Merton 024D,E02000712,Merton 024,E09000024,Merton,Outer London
E00017463,E01003450,Merton 024C,E02000712,Merton 024,E09000024,Merton,Outer London
E00017464,E01003451,Merton 024D,E02000712,Merton 024,E09000024,Merton,Outer London
E00017465,E01003450,Merton 024C,E02000712,Merton 024,E09000024,Merton,Outer London
E00017466,E01003450,Merton 024C,E02000712,Merton 024,E09000024,Merton,Outer London
E00017467,E01003451,Merton 024D,E02000712,Merton 024,E09000024,Merton,Outer London
E00017468,E01003452,Merton 024E,E02000712,Merton 024,E09000024,Merton,Outer London
E00017469,E01003452,Merton 024E,E02000712,Merton 024,E09000024,Merton,Outer London
E00017470,E01003452,Merton 024E,E02000712,Merton 024,E09000024,Merton,Outer London
E00017471,E01003451,Merton 024D,E02000712,Merton 024,E09000024,Merton,Outer London
E00017472,E01003452,Merton 024E,E02000712,Merton 024,E09000024,Merton,Outer London
E00017295,E01003419,Merton 025C,E02000713,Merton 025,E09000024,Merton,Outer London
E00017296,E01003418,Merton 025B,E02000713,Merton 025,E09000024,Merton,Outer London
E00017297,E01003422,Merton 025E,E02000713,Merton 025,E09000024,Merton,Outer London
E00017298,E01003419,Merton 025C,E02000713,Merton 025,E09000024,Merton,Outer London
E00017299,E01003418,Merton 025B,E02000713,Merton 025,E09000024,Merton,Outer London
E00017300,E01003417,Merton 025A,E02000713,Merton 025,E09000024,Merton,Outer London
E00017301,E01003417,Merton 025A,E02000713,Merton 025,E09000024,Merton,Outer London
E00017302,E01003419,Merton 025C,E02000713,Merton 025,E09000024,Merton,Outer London
E00017303,E01003419,Merton 025C,E02000713,Merton 025,E09000024,Merton,Outer London
E00017304,E01003419,Merton 025C,E02000713,Merton 025,E09000024,Merton,Outer London
E00017305,E01003420,Merton 025D,E02000713,Merton 025,E09000024,Merton,Outer London
E00017306,E01003417,Merton 025A,E02000713,Merton 025,E09000024,Merton,Outer London
E00017307,E01003418,Merton 025B,E02000713,Merton 025,E09000024,Merton,Outer London
E00017308,E01003418,Merton 025B,E02000713,Merton 025,E09000024,Merton,Outer London
E00017309,E01003417,Merton 025A,E02000713,Merton 025,E09000024,Merton,Outer London
E00017310,E01003420,Merton 025D,E02000713,Merton 025,E09000024,Merton,Outer London
E00017311,E01003420,Merton 025D,E02000713,Merton 025,E09000024,Merton,Outer London
E00017312,E01003420,Merton 025D,E02000713,Merton 025,E09000024,Merton,Outer London
E00017317,E01003422,Merton 025E,E02000713,Merton 025,E09000024,Merton,Outer London
E00017319,E01003417,Merton 025A,E02000713,Merton 025,E09000024,Merton,Outer London
E00017320,E01003422,Merton 025E,E02000713,Merton 025,E09000024,Merton,Outer London
E00017321,E01003422,Merton 025E,E02000713,Merton 025,E09000024,Merton,Outer London
E00017899,E01003550,Newham 001D,E02000714,Newham 001,E09000025,Newham,Inner London
E00017901,E01003544,Newham 001B,E02000714,Newham 001,E09000025,Newham,Inner London
E00017903,E01003550,Newham 001D,E02000714,Newham 001,E09000025,Newham,Inner London
E00017904,E01003550,Newham 001D,E02000714,Newham 001,E09000025,Newham,Inner London
E00017905,E01003550,Newham 001D,E02000714,Newham 001,E09000025,Newham,Inner London
E00017907,E01003543,Newham 001A,E02000714,Newham 001,E09000025,Newham,Inner London
E00017908,E01003543,Newham 001A,E02000714,Newham 001,E09000025,Newham,Inner London
E00017909,E01003543,Newham 001A,E02000714,Newham 001,E09000025,Newham,Inner London
E00017910,E01003546,Newham 001C,E02000714,Newham 001,E09000025,Newham,Inner London
E00017911,E01003550,Newham 001D,E02000714,Newham 001,E09000025,Newham,Inner London
E00017913,E01003546,Newham 001C,E02000714,Newham 001,E09000025,Newham,Inner London
E00017914,E01003546,Newham 001C,E02000714,Newham 001,E09000025,Newham,Inner London
E00017915,E01003544,Newham 001B,E02000714,Newham 001,E09000025,Newham,Inner London
E00017917,E01003543,Newham 001A,E02000714,Newham 001,E09000025,Newham,Inner London
E00017920,E01003546,Newham 001C,E02000714,Newham 001,E09000025,Newham,Inner London
E00017921,E01003544,Newham 001B,E02000714,Newham 001,E09000025,Newham,Inner London
E00017923,E01003544,Newham 001B,E02000714,Newham 001,E09000025,Newham,Inner London
E00017926,E01003546,Newham 001C,E02000714,Newham 001,E09000025,Newham,Inner London
E00017930,E01003544,Newham 001B,E02000714,Newham 001,E09000025,Newham,Inner London
E00174982,E01003543,Newham 001A,E02000714,Newham 001,E09000025,Newham,Inner London
E00174983,E01003543,Newham 001A,E02000714,Newham 001,E09000025,Newham,Inner London
E00174984,E01003543,Newham 001A,E02000714,Newham 001,E09000025,Newham,Inner London
E00018053,E01003576,Newham 002A,E02000715,Newham 002,E09000025,Newham,Inner London
E00018054,E01003576,Newham 002A,E02000715,Newham 002,E09000025,Newham,Inner London
E00018055,E01003576,Newham 002A,E02000715,Newham 002,E09000025,Newham,Inner London
E00018057,E01003576,Newham 002A,E02000715,Newham 002,E09000025,Newham,Inner London
E00018062,E01003581,Newham 002B,E02000715,Newham 002,E09000025,Newham,Inner London
E00018064,E01003581,Newham 002B,E02000715,Newham 002,E09000025,Newham,Inner London
E00018067,E01003576,Newham 002A,E02000715,Newham 002,E09000025,Newham,Inner London
E00018068,E01003582,Newham 002C,E02000715,Newham 002,E09000025,Newham,Inner London
E00018070,E01003582,Newham 002C,E02000715,Newham 002,E09000025,Newham,Inner London
E00018071,E01003581,Newham 002B,E02000715,Newham 002,E09000025,Newham,Inner London
E00018072,E01003581,Newham 002B,E02000715,Newham 002,E09000025,Newham,Inner London
E00018073,E01003582,Newham 002C,E02000715,Newham 002,E09000025,Newham,Inner London
E00018074,E01003582,Newham 002C,E02000715,Newham 002,E09000025,Newham,Inner London
E00018076,E01003583,Newham 002D,E02000715,Newham 002,E09000025,Newham,Inner London
E00018078,E01003583,Newham 002D,E02000715,Newham 002,E09000025,Newham,Inner London
E00018079,E01003583,Newham 002D,E02000715,Newham 002,E09000025,Newham,Inner London
E00018082,E01003583,Newham 002D,E02000715,Newham 002,E09000025,Newham,Inner London
E00018058,E01003578,Newham 003A,E02000716,Newham 003,E09000025,Newham,Inner London
E00018061,E01003578,Newham 003A,E02000716,Newham 003,E09000025,Newham,Inner London
E00018063,E01003578,Newham 003A,E02000716,Newham 003,E09000025,Newham,Inner London
E00018066,E01003578,Newham 003A,E02000716,Newham 003,E09000025,Newham,Inner London
E00018083,E01003590,Newham 003D,E02000716,Newham 003,E09000025,Newham,Inner London
E00018084,E01003590,Newham 003D,E02000716,Newham 003,E09000025,Newham,Inner London
E00018088,E01003590,Newham 003D,E02000716,Newham 003,E09000025,Newham,Inner London
E00018089,E01003584,Newham 003B,E02000716,Newham 003,E09000025,Newham,Inner London
E00018092,E01003590,Newham 003D,E02000716,Newham 003,E09000025,Newham,Inner London
E00018094,E01003584,Newham 003B,E02000716,Newham 003,E09000025,Newham,Inner London
E00018097,E01003584,Newham 003B,E02000716,Newham 003,E09000025,Newham,Inner London
E00018098,E01003584,Newham 003B,E02000716,Newham 003,E09000025,Newham,Inner London
E00018101,E01003584,Newham 003B,E02000716,Newham 003,E09000025,Newham,Inner London
E00018106,E01003586,Newham 003C,E02000716,Newham 003,E09000025,Newham,Inner London
E00018107,E01003586,Newham 003C,E02000716,Newham 003,E09000025,Newham,Inner London
E00018108,E01003586,Newham 003C,E02000716,Newham 003,E09000025,Newham,Inner London
E00018109,E01003586,Newham 003C,E02000716,Newham 003,E09000025,Newham,Inner London
E00018069,E01003579,Newham 004A,E02000717,Newham 004,E09000025,Newham,Inner London
E00018075,E01003579,Newham 004A,E02000717,Newham 004,E09000025,Newham,Inner London
E00018077,E01003579,Newham 004A,E02000717,Newham 004,E09000025,Newham,Inner London
E00018081,E01003579,Newham 004A,E02000717,Newham 004,E09000025,Newham,Inner London
E00018090,E01003591,Newham 004D,E02000717,Newham 004,E09000025,Newham,Inner London
E00018091,E01003591,Newham 004D,E02000717,Newham 004,E09000025,Newham,Inner London
E00018093,E01003585,Newham 004B,E02000717,Newham 004,E09000025,Newham,Inner London
E00018095,E01003591,Newham 004D,E02000717,Newham 004,E09000025,Newham,Inner London
E00018096,E01003591,Newham 004D,E02000717,Newham 004,E09000025,Newham,Inner London
E00018099,E01003591,Newham 004D,E02000717,Newham 004,E09000025,Newham,Inner London
E00018100,E01003585,Newham 004B,E02000717,Newham 004,E09000025,Newham,Inner London
E00018102,E01003587,Newham 004C,E02000717,Newham 004,E09000025,Newham,Inner London
E00018104,E01003587,Newham 004C,E02000717,Newham 004,E09000025,Newham,Inner London
E00018105,E01003587,Newham 004C,E02000717,Newham 004,E09000025,Newham,Inner London
E00018112,E01003587,Newham 004C,E02000717,Newham 004,E09000025,Newham,Inner London
E00175019,E01003585,Newham 004B,E02000717,Newham 004,E09000025,Newham,Inner London
E00175056,E01003587,Newham 004C,E02000717,Newham 004,E09000025,Newham,Inner London
E00175061,E01003585,Newham 004B,E02000717,Newham 004,E09000025,Newham,Inner London
E00175083,E01003587,Newham 004C,E02000717,Newham 004,E09000025,Newham,Inner London
E00017833,E01003528,Newham 005A,E02000718,Newham 005,E09000025,Newham,Inner London
E00017835,E01003528,Newham 005A,E02000718,Newham 005,E09000025,Newham,Inner London
E00017857,E01003528,Newham 005A,E02000718,Newham 005,E09000025,Newham,Inner London
E00018044,E01003580,Newham 005D,E02000718,Newham 005,E09000025,Newham,Inner London
E00018045,E01003575,Newham 005B,E02000718,Newham 005,E09000025,Newham,Inner London
E00018046,E01003577,Newham 005C,E02000718,Newham 005,E09000025,Newham,Inner London
E00018047,E01003575,Newham 005B,E02000718,Newham 005,E09000025,Newham,Inner London
E00018048,E01003580,Newham 005D,E02000718,Newham 005,E09000025,Newham,Inner London
E00018049,E01003580,Newham 005D,E02000718,Newham 005,E09000025,Newham,Inner London
E00018050,E01003580,Newham 005D,E02000718,Newham 005,E09000025,Newham,Inner London
E00018051,E01003575,Newham 005B,E02000718,Newham 005,E09000025,Newham,Inner London
E00018052,E01003575,Newham 005B,E02000718,Newham 005,E09000025,Newham,Inner London
E00018056,E01003577,Newham 005C,E02000718,Newham 005,E09000025,Newham,Inner London
E00018059,E01003577,Newham 005C,E02000718,Newham 005,E09000025,Newham,Inner London
E00018060,E01003577,Newham 005C,E02000718,Newham 005,E09000025,Newham,Inner London
E00018065,E01003577,Newham 005C,E02000718,Newham 005,E09000025,Newham,Inner London
E00018080,E01003580,Newham 005D,E02000718,Newham 005,E09000025,Newham,Inner London
E00017898,E01003549,Newham 006C,E02000719,Newham 006,E09000025,Newham,Inner London
E00017900,E01003545,Newham 006A,E02000719,Newham 006,E09000025,Newham,Inner London
E00017918,E01003548,Newham 006B,E02000719,Newham 006,E09000025,Newham,Inner London
E00017924,E01003548,Newham 006B,E02000719,Newham 006,E09000025,Newham,Inner London
E00017925,E01003545,Newham 006A,E02000719,Newham 006,E09000025,Newham,Inner London
E00017927,E01003548,Newham 006B,E02000719,Newham 006,E09000025,Newham,Inner London
E00017928,E01003548,Newham 006B,E02000719,Newham 006,E09000025,Newham,Inner London
E00017931,E01003545,Newham 006A,E02000719,Newham 006,E09000025,Newham,Inner London
E00017932,E01003545,Newham 006A,E02000719,Newham 006,E09000025,Newham,Inner London
E00017933,E01003549,Newham 006C,E02000719,Newham 006,E09000025,Newham,Inner London
E00017934,E01003548,Newham 006B,E02000719,Newham 006,E09000025,Newham,Inner London
E00017935,E01003545,Newham 006A,E02000719,Newham 006,E09000025,Newham,Inner London
E00017936,E01003549,Newham 006C,E02000719,Newham 006,E09000025,Newham,Inner London
E00017937,E01003548,Newham 006B,E02000719,Newham 006,E09000025,Newham,Inner London
E00017938,E01003549,Newham 006C,E02000719,Newham 006,E09000025,Newham,Inner London
E00017940,E01003557,Newham 006D,E02000719,Newham 006,E09000025,Newham,Inner London
E00017948,E01003557,Newham 006D,E02000719,Newham 006,E09000025,Newham,Inner London
E00017953,E01003557,Newham 006D,E02000719,Newham 006,E09000025,Newham,Inner London
E00017954,E01003557,Newham 006D,E02000719,Newham 006,E09000025,Newham,Inner London
E00017955,E01003557,Newham 006D,E02000719,Newham 006,E09000025,Newham,Inner London
E00174986,E01003549,Newham 006C,E02000719,Newham 006,E09000025,Newham,Inner London
E00175027,E01003549,Newham 006C,E02000719,Newham 006,E09000025,Newham,Inner London
E00017906,E01003547,Newham 007A,E02000720,Newham 007,E09000025,Newham,Inner London
E00017912,E01003547,Newham 007A,E02000720,Newham 007,E09000025,Newham,Inner London
E00017916,E01003547,Newham 007A,E02000720,Newham 007,E09000025,Newham,Inner London
E00017919,E01003547,Newham 007A,E02000720,Newham 007,E09000025,Newham,Inner London
E00017922,E01003547,Newham 007A,E02000720,Newham 007,E09000025,Newham,Inner London
E00017946,E01003555,Newham 007B,E02000720,Newham 007,E09000025,Newham,Inner London
E00017950,E01003555,Newham 007B,E02000720,Newham 007,E09000025,Newham,Inner London
E00017979,E01003555,Newham 007B,E02000720,Newham 007,E09000025,Newham,Inner London
E00017980,E01003555,Newham 007B,E02000720,Newham 007,E09000025,Newham,Inner London
E00017981,E01003567,Newham 007D,E02000720,Newham 007,E09000025,Newham,Inner London
E00017984,E01003561,Newham 007C,E02000720,Newham 007,E09000025,Newham,Inner London
E00017986,E01003567,Newham 007D,E02000720,Newham 007,E09000025,Newham,Inner London
E00017987,E01003561,Newham 007C,E02000720,Newham 007,E09000025,Newham,Inner London
E00017990,E01003561,Newham 007C,E02000720,Newham 007,E09000025,Newham,Inner London
E00018010,E01003561,Newham 007C,E02000720,Newham 007,E09000025,Newham,Inner London
E00018011,E01003567,Newham 007D,E02000720,Newham 007,E09000025,Newham,Inner London
E00018012,E01003567,Newham 007D,E02000720,Newham 007,E09000025,Newham,Inner London
E00017939,E01003556,Newham 008A,E02000721,Newham 008,E09000025,Newham,Inner London
E00017947,E01003556,Newham 008A,E02000721,Newham 008,E09000025,Newham,Inner London
E00017949,E01003556,Newham 008A,E02000721,Newham 008,E09000025,Newham,Inner London
E00017952,E01003556,Newham 008A,E02000721,Newham 008,E09000025,Newham,Inner London
E00017957,E01003558,Newham 008B,E02000721,Newham 008,E09000025,Newham,Inner London
E00017962,E01003558,Newham 008B,E02000721,Newham 008,E09000025,Newham,Inner London
E00017967,E01003558,Newham 008B,E02000721,Newham 008,E09000025,Newham,Inner London
E00017973,E01003558,Newham 008B,E02000721,Newham 008,E09000025,Newham,Inner London
E00018013,E01003570,Newham 008C,E02000721,Newham 008,E09000025,Newham,Inner London
E00018014,E01003571,Newham 008D,E02000721,Newham 008,E09000025,Newham,Inner London
E00018017,E01003570,Newham 008C,E02000721,Newham 008,E09000025,Newham,Inner London
E00018018,E01003571,Newham 008D,E02000721,Newham 008,E09000025,Newham,Inner London
E00018019,E01003571,Newham 008D,E02000721,Newham 008,E09000025,Newham,Inner London
E00018020,E01003572,Newham 008E,E02000721,Newham 008,E09000025,Newham,Inner London
E00018021,E01003571,Newham 008D,E02000721,Newham 008,E09000025,Newham,Inner London
E00018022,E01003572,Newham 008E,E02000721,Newham 008,E09000025,Newham,Inner London
E00018024,E01003572,Newham 008E,E02000721,Newham 008,E09000025,Newham,Inner London
E00018025,E01003572,Newham 008E,E02000721,Newham 008,E09000025,Newham,Inner London
E00018042,E01003570,Newham 008C,E02000721,Newham 008,E09000025,Newham,Inner London
E00018043,E01003570,Newham 008C,E02000721,Newham 008,E09000025,Newham,Inner London
E00174979,E01003556,Newham 008A,E02000721,Newham 008,E09000025,Newham,Inner London
E00174981,E01003556,Newham 008A,E02000721,Newham 008,E09000025,Newham,Inner London
E00017941,E01003551,Newham 009A,E02000722,Newham 009,E09000025,Newham,Inner London
E00017942,E01003553,Newham 009B,E02000722,Newham 009,E09000025,Newham,Inner London
E00017943,E01003551,Newham 009A,E02000722,Newham 009,E09000025,Newham,Inner London
E00017945,E01003554,Newham 009C,E02000722,Newham 009,E09000025,Newham,Inner London
E00017956,E01003559,Newham 009D,E02000722,Newham 009,E09000025,Newham,Inner London
E00017958,E01003553,Newham 009B,E02000722,Newham 009,E09000025,Newham,Inner London
E00017959,E01003559,Newham 009D,E02000722,Newham 009,E09000025,Newham,Inner London
E00017960,E01003559,Newham 009D,E02000722,Newham 009,E09000025,Newham,Inner London
E00017961,E01003553,Newham 009B,E02000722,Newham 009,E09000025,Newham,Inner London
E00017963,E01003553,Newham 009B,E02000722,Newham 009,E09000025,Newham,Inner London
E00017965,E01003551,Newham 009A,E02000722,Newham 009,E09000025,Newham,Inner London
E00017966,E01003559,Newham 009D,E02000722,Newham 009,E09000025,Newham,Inner London
E00017968,E01003553,Newham 009B,E02000722,Newham 009,E09000025,Newham,Inner London
E00017970,E01003551,Newham 009A,E02000722,Newham 009,E09000025,Newham,Inner London
E00017972,E01003554,Newham 009C,E02000722,Newham 009,E09000025,Newham,Inner London
E00017974,E01003551,Newham 009A,E02000722,Newham 009,E09000025,Newham,Inner London
E00017975,E01003554,Newham 009C,E02000722,Newham 009,E09000025,Newham,Inner London
E00017977,E01003554,Newham 009C,E02000722,Newham 009,E09000025,Newham,Inner London
E00017978,E01003554,Newham 009C,E02000722,Newham 009,E09000025,Newham,Inner London
E00175040,E01003559,Newham 009D,E02000722,Newham 009,E09000025,Newham,Inner London
E00175070,E01003559,Newham 009D,E02000722,Newham 009,E09000025,Newham,Inner London
E00175079,E01003559,Newham 009D,E02000722,Newham 009,E09000025,Newham,Inner London
E00175080,E01003559,Newham 009D,E02000722,Newham 009,E09000025,Newham,Inner London
E00017834,E01003529,Newham 010A,E02000723,Newham 010,E09000025,Newham,Inner London
E00017836,E01003530,Newham 010B,E02000723,Newham 010,E09000025,Newham,Inner London
E00017837,E01003530,Newham 010B,E02000723,Newham 010,E09000025,Newham,Inner London
E00017838,E01003529,Newham 010A,E02000723,Newham 010,E09000025,Newham,Inner London
E00017839,E01003532,Newham 010D,E02000723,Newham 010,E09000025,Newham,Inner London
E00017840,E01003531,Newham 010C,E02000723,Newham 010,E09000025,Newham,Inner London
E00017841,E01003529,Newham 010A,E02000723,Newham 010,E09000025,Newham,Inner London
E00017842,E01003530,Newham 010B,E02000723,Newham 010,E09000025,Newham,Inner London
E00017843,E01003531,Newham 010C,E02000723,Newham 010,E09000025,Newham,Inner London
E00017844,E01003532,Newham 010D,E02000723,Newham 010,E09000025,Newham,Inner London
E00017845,E01003532,Newham 010D,E02000723,Newham 010,E09000025,Newham,Inner London
E00017846,E01003531,Newham 010C,E02000723,Newham 010,E09000025,Newham,Inner London
E00017848,E01003530,Newham 010B,E02000723,Newham 010,E09000025,Newham,Inner London
E00017850,E01003532,Newham 010D,E02000723,Newham 010,E09000025,Newham,Inner London
E00017852,E01003531,Newham 010C,E02000723,Newham 010,E09000025,Newham,Inner London
E00017854,E01003534,Newham 010E,E02000723,Newham 010,E09000025,Newham,Inner London
E00017855,E01003534,Newham 010E,E02000723,Newham 010,E09000025,Newham,Inner London
E00017856,E01003534,Newham 010E,E02000723,Newham 010,E09000025,Newham,Inner London
E00175059,E01003534,Newham 010E,E02000723,Newham 010,E09000025,Newham,Inner London
E00175064,E01003534,Newham 010E,E02000723,Newham 010,E09000025,Newham,Inner London
E00175069,E01003529,Newham 010A,E02000723,Newham 010,E09000025,Newham,Inner London
E00175082,E01003529,Newham 010A,E02000723,Newham 010,E09000025,Newham,Inner London
E00017847,E01003533,Newham 011A,E02000724,Newham 011,E09000025,Newham,Inner London
E00017849,E01003533,Newham 011A,E02000724,Newham 011,E09000025,Newham,Inner London
E00017851,E01003533,Newham 011A,E02000724,Newham 011,E09000025,Newham,Inner London
E00017853,E01003533,Newham 011A,E02000724,Newham 011,E09000025,Newham,Inner London
E00017985,E01003560,Newham 011B,E02000724,Newham 011,E09000025,Newham,Inner London
E00017988,E01003560,Newham 011B,E02000724,Newham 011,E09000025,Newham,Inner London
E00017989,E01003560,Newham 011B,E02000724,Newham 011,E09000025,Newham,Inner London
E00017992,E01003560,Newham 011B,E02000724,Newham 011,E09000025,Newham,Inner London
E00017993,E01003563,Newham 011C,E02000724,Newham 011,E09000025,Newham,Inner London
E00017994,E01003563,Newham 011C,E02000724,Newham 011,E09000025,Newham,Inner London
E00017996,E01003563,Newham 011C,E02000724,Newham 011,E09000025,Newham,Inner London
E00018085,E01003589,Newham 011E,E02000724,Newham 011,E09000025,Newham,Inner London
E00018086,E01003589,Newham 011E,E02000724,Newham 011,E09000025,Newham,Inner London
E00018087,E01003589,Newham 011E,E02000724,Newham 011,E09000025,Newham,Inner London
E00018111,E01003588,Newham 011D,E02000724,Newham 011,E09000025,Newham,Inner London
E00018113,E01003588,Newham 011D,E02000724,Newham 011,E09000025,Newham,Inner London
E00018114,E01003589,Newham 011E,E02000724,Newham 011,E09000025,Newham,Inner London
E00018115,E01003588,Newham 011D,E02000724,Newham 011,E09000025,Newham,Inner London
E00018116,E01003588,Newham 011D,E02000724,Newham 011,E09000025,Newham,Inner London
E00175052,E01003563,Newham 011C,E02000724,Newham 011,E09000025,Newham,Inner London
E00175065,E01003563,Newham 011C,E02000724,Newham 011,E09000025,Newham,Inner London
E00018218,E01003618,Newham 012C,E02000725,Newham 012,E09000025,Newham,Inner London
E00018222,E01003616,Newham 012A,E02000725,Newham 012,E09000025,Newham,Inner London
E00018223,E01003616,Newham 012A,E02000725,Newham 012,E09000025,Newham,Inner London
E00018224,E01003616,Newham 012A,E02000725,Newham 012,E09000025,Newham,Inner London
E00018225,E01003617,Newham 012B,E02000725,Newham 012,E09000025,Newham,Inner London
E00018226,E01003617,Newham 012B,E02000725,Newham 012,E09000025,Newham,Inner London
E00018227,E01003617,Newham 012B,E02000725,Newham 012,E09000025,Newham,Inner London
E00018230,E01003619,Newham 012D,E02000725,Newham 012,E09000025,Newham,Inner London
E00018231,E01003618,Newham 012C,E02000725,Newham 012,E09000025,Newham,Inner London
E00018233,E01003618,Newham 012C,E02000725,Newham 012,E09000025,Newham,Inner London
E00018235,E01003618,Newham 012C,E02000725,Newham 012,E09000025,Newham,Inner London
E00018236,E01003618,Newham 012C,E02000725,Newham 012,E09000025,Newham,Inner London
E00018237,E01003619,Newham 012D,E02000725,Newham 012,E09000025,Newham,Inner London
E00018238,E01003618,Newham 012C,E02000725,Newham 012,E09000025,Newham,Inner London
E00018239,E01003619,Newham 012D,E02000725,Newham 012,E09000025,Newham,Inner London
E00018240,E01003619,Newham 012D,E02000725,Newham 012,E09000025,Newham,Inner London
E00018241,E01003619,Newham 012D,E02000725,Newham 012,E09000025,Newham,Inner London
E00018242,E01003618,Newham 012C,E02000725,Newham 012,E09000025,Newham,Inner London
E00018257,E01003616,Newham 012A,E02000725,Newham 012,E09000025,Newham,Inner London
E00018259,E01003616,Newham 012A,E02000725,Newham 012,E09000025,Newham,Inner London
E00174985,E01003617,Newham 012B,E02000725,Newham 012,E09000025,Newham,Inner London
E00174988,E01003617,Newham 012B,E02000725,Newham 012,E09000025,Newham,Inner London
E00174989,E01003617,Newham 012B,E02000725,Newham 012,E09000025,Newham,Inner London
E00174991,E01003617,Newham 012B,E02000725,Newham 012,E09000025,Newham,Inner London
E00175020,E01003619,Newham 012D,E02000725,Newham 012,E09000025,Newham,Inner London
E00175021,E01003619,Newham 012D,E02000725,Newham 012,E09000025,Newham,Inner London
E00175023,E01003619,Newham 012D,E02000725,Newham 012,E09000025,Newham,Inner London
E00175060,E01003617,Newham 012B,E02000725,Newham 012,E09000025,Newham,Inner London
E00175063,E01003617,Newham 012B,E02000725,Newham 012,E09000025,Newham,Inner London
E00018220,E01033586,Newham 013H,E02000726,Newham 013,E09000025,Newham,Inner London
E00018221,E01003615,Newham 013C,E02000726,Newham 013,E09000025,Newham,Inner London
E00018232,E01033583,Newham 013G,E02000726,Newham 013,E09000025,Newham,Inner London
E00018243,E01033586,Newham 013H,E02000726,Newham 013,E09000025,Newham,Inner London
E00018244,E01033583,Newham 013G,E02000726,Newham 013,E09000025,Newham,Inner London
E00018246,E01033583,Newham 013G,E02000726,Newham 013,E09000025,Newham,Inner London
E00018250,E01033586,Newham 013H,E02000726,Newham 013,E09000025,Newham,Inner London
E00018251,E01003615,Newham 013C,E02000726,Newham 013,E09000025,Newham,Inner London
E00018252,E01003615,Newham 013C,E02000726,Newham 013,E09000025,Newham,Inner London
E00018253,E01033583,Newham 013G,E02000726,Newham 013,E09000025,Newham,Inner London
E00018254,E01003615,Newham 013C,E02000726,Newham 013,E09000025,Newham,Inner London
E00018255,E01033583,Newham 013G,E02000726,Newham 013,E09000025,Newham,Inner London
E00018260,E01003615,Newham 013C,E02000726,Newham 013,E09000025,Newham,Inner London
E00174987,E01033578,Newham 013E,E02000726,Newham 013,E09000025,Newham,Inner London
E00174990,E01033579,Newham 013F,E02000726,Newham 013,E09000025,Newham,Inner London
E00175022,E01033583,Newham 013G,E02000726,Newham 013,E09000025,Newham,Inner London
E00175024,E01033583,Newham 013G,E02000726,Newham 013,E09000025,Newham,Inner London
E00175025,E01033583,Newham 013G,E02000726,Newham 013,E09000025,Newham,Inner London
E00175026,E01033583,Newham 013G,E02000726,Newham 013,E09000025,Newham,Inner London
E00175033,E01033583,Newham 013G,E02000726,Newham 013,E09000025,Newham,Inner London
E00175034,E01033583,Newham 013G,E02000726,Newham 013,E09000025,Newham,Inner London
E00175035,E01033583,Newham 013G,E02000726,Newham 013,E09000025,Newham,Inner London
E00175037,E01033579,Newham 013F,E02000726,Newham 013,E09000025,Newham,Inner London
E00175053,E01033586,Newham 013H,E02000726,Newham 013,E09000025,Newham,Inner London
E00175054,E01033586,Newham 013H,E02000726,Newham 013,E09000025,Newham,Inner London
E00175067,E01033578,Newham 013E,E02000726,Newham 013,E09000025,Newham,Inner London
E00175068,E01033578,Newham 013E,E02000726,Newham 013,E09000025,Newham,Inner London
E00175073,E01033579,Newham 013F,E02000726,Newham 013,E09000025,Newham,Inner London
E00175074,E01033578,Newham 013E,E02000726,Newham 013,E09000025,Newham,Inner London
E00175077,E01033579,Newham 013F,E02000726,Newham 013,E09000025,Newham,Inner London
E00175078,E01033578,Newham 013E,E02000726,Newham 013,E09000025,Newham,Inner London
E00175081,E01033579,Newham 013F,E02000726,Newham 013,E09000025,Newham,Inner London
E00017982,E01003562,Newham 014A,E02000727,Newham 014,E09000025,Newham,Inner London
E00017983,E01003565,Newham 014C,E02000727,Newham 014,E09000025,Newham,Inner London
E00017991,E01003562,Newham 014A,E02000727,Newham 014,E09000025,Newham,Inner London
E00017995,E01003562,Newham 014A,E02000727,Newham 014,E09000025,Newham,Inner London
E00017997,E01003562,Newham 014A,E02000727,Newham 014,E09000025,Newham,Inner London
E00017999,E01003564,Newham 014B,E02000727,Newham 014,E09000025,Newham,Inner London
